9/21/24, 12:15 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;130;72;-1584;|;13;7;-158
9/21/24, 12:15 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;130;72;-1584;|;13;7;-158
9/21/24, 12:16 PM;RIGHT_CLICK_BLOCK;MrAzn;DIM:0;127;69;-1579;|;12;6;-157
9/21/24, 12:16 PM;RIGHT_CLICK_BLOCK;MrAzn;DIM:0;123;69;-1579;|;12;6;-157
9/21/24, 12:16 PM;RIGHT_CLICK_BLOCK;MrAzn;DIM:0;118;70;-1584;|;11;7;-158
9/21/24, 12:16 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;130;70;-1586;|;13;7;-158
9/21/24, 12:16 PM;RIGHT_CLICK_BLOCK;MrAzn;DIM:0;121;70;-1581;|;12;7;-158
9/21/24, 12:17 PM;RIGHT_CLICK_BLOCK;MrAzn;DIM:0;98;71;-1584;|;9;7;-158
9/21/24, 12:17 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;118;71;-1602;|;11;7;-160
9/21/24, 12:17 PM;HARVEST_BLOCK;MrAzn;DIM:0;118;71;-1602;|;11;7;-160
9/21/24, 12:17 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;118;72;-1602;|;11;7;-160
9/21/24, 12:17 PM;HARVEST_BLOCK;MrAzn;DIM:0;118;72;-1602;|;11;7;-160
9/21/24, 12:17 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;118;73;-1602;|;11;7;-160
9/21/24, 12:17 PM;HARVEST_BLOCK;MrAzn;DIM:0;118;73;-1602;|;11;7;-160
9/21/24, 12:17 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;117;73;-1602;|;11;7;-160
9/21/24, 12:17 PM;HARVEST_BLOCK;MrAzn;DIM:0;117;73;-1602;|;11;7;-160
9/21/24, 12:17 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;117;73;-1601;|;11;7;-160
9/21/24, 12:17 PM;HARVEST_BLOCK;MrAzn;DIM:0;117;73;-1601;|;11;7;-160
9/21/24, 12:17 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;116;73;-1601;|;11;7;-160
9/21/24, 12:17 PM;HARVEST_BLOCK;MrAzn;DIM:0;116;73;-1601;|;11;7;-160
9/21/24, 12:17 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;119;73;-1602;|;11;7;-160
9/21/24, 12:17 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;118;74;-1602;|;11;7;-160
9/21/24, 12:17 PM;HARVEST_BLOCK;MrAzn;DIM:0;118;74;-1602;|;11;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;118;75;-1602;|;11;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;118;75;-1602;|;11;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;119;75;-1602;|;11;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;119;73;-1602;|;11;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;119;73;-1602;|;11;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;119;72;-1602;|;11;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;119;72;-1602;|;11;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;119;74;-1602;|;11;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;119;74;-1602;|;11;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;120;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;119;75;-1602;|;11;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;119;75;-1602;|;11;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;118;74;-1603;|;11;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;118;74;-1603;|;11;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;120;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;120;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;120;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;120;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;120;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;120;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;121;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;121;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;121;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;121;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;121;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;121;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;121;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;122;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;122;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;122;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;122;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;123;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;122;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;122;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;RIGHT_CLICK_BLOCK;MrAzn;DIM:0;117;69;-1602;|;11;6;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;123;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;RIGHT_CLICK_BLOCK;MrAzn;DIM:0;121;71;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;123;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;123;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;123;73;-1603;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;122;73;-1603;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;122;73;-1603;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;122;74;-1601;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;122;74;-1601;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;122;75;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;122;75;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;123;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;123;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;123;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;123;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;122;73;-1604;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;124;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;124;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;124;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;124;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;125;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;125;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;125;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;125;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;125;73;-1603;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;125;73;-1603;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;125;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;125;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;126;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;126;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;125;74;-1603;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;125;74;-1603;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;126;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;126;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;126;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;126;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;126;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;126;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;127;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;127;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;127;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;127;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;128;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;128;73;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;128;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;127;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;127;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;128;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;128;72;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;128;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;128;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;127;75;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;127;75;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;128;75;-1602;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;128;75;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;128;73;-1603;|;12;7;-160
9/21/24, 12:18 PM;HARVEST_BLOCK;MrAzn;DIM:0;128;73;-1603;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;129;74;-1602;|;12;7;-160
9/21/24, 12:18 PM;LEFT_CLICK_BLOCK;MrAzn;DIM:0;129;75;-1602;|;12;7;-160
